,tfidf_prob_Score,Text,Doc_Name
1368,0.9999999999999152," A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? 
",SingleEQquestions.txt
739,0.9999999999999152," A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? 
",commoncore(CC)questions.txt
1062,0.9999999999999138,"Joan found 75 seashells and 14 starfishes on the beach . She gave Tim some of her seashells . She has 62 seashell . How many seashells did she give to Tim ? 
",SingleEQquestions.txt
311,0.9999999999999138,"Joan found 75 seashells and 14 starfishes on the beach . She gave Tim some of her seashells . She has 62 seashell . How many seashells did she give to Tim ? 
",All-Arithquestions.txt
1200,0.9999999999999118," Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she  have?
",SingleEQquestions.txt
887,0.9999999999999118," Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she  have?
",illinois(IL)questions.txt
449,0.9999999999999118," Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she  have?
",All-Arithquestions.txt
1276,0.9999999999998728," A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? 
",SingleEQquestions.txt
525,0.9999999999998728," A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? 
",All-Arithquestions.txt
647,0.9999999999998728," A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? 
",commoncore(CC)questions.txt
1181,0.9999999999998725," Lucy went to the grocery store. She bought 12 packs of cookies and 16  packs of noodles. How many packs of groceries did she buy in all?
",SingleEQquestions.txt
868,0.9999999999998725," Lucy went to the grocery store. She bought 12 packs of cookies and 16  packs of noodles. How many packs of groceries did she buy in all?
",illinois(IL)questions.txt
430,0.9999999999998725," Lucy went to the grocery store. She bought 12 packs of cookies and 16  packs of noodles. How many packs of groceries did she buy in all?
",All-Arithquestions.txt
138,0.9999999999998572,"Joe sold 30 peaches from his tree for a total of 7.50 dollars. He sold the small ones for 20 cents each and the large ones for 35 cents each. How many small ones did he sell? How many large ones did he sell?
",alg514questions.txt
418,0.9999999999998177,"Joyce has 40 bananas that must be put away in boxes. Fred comes to help and brings 18 cookies to share with Joyce. If there are 10 boxes, how many bananas must go in each box?
",All-Arithquestions.txt
1169,0.9999999999998177,"Joyce has 40 bananas that must be put away in boxes. Fred comes to help and brings 18 cookies to share with Joyce. If there are 10 boxes, how many bananas must go in each box?
",SingleEQquestions.txt
856,0.9999999999998177,"Joyce has 40 bananas that must be put away in boxes. Fred comes to help and brings 18 cookies to share with Joyce. If there are 10 boxes, how many bananas must go in each box?
",illinois(IL)questions.txt
43,0.9999999999998122,"The sum of two numbers is 104. The larger number is 1 less than twice the smaller number. Find the numbers.
",alg514questions.txt
1053,0.9999999999998079,"Mary picked 14 oranges and Jason picked 41 oranges . Keith picked 38 apples . How many oranges were picked in all ? 
",SingleEQquestions.txt
302,0.9999999999998079,"Mary picked 14 oranges and Jason picked 41 oranges . Keith picked 38 apples . How many oranges were picked in all ? 
",All-Arithquestions.txt
82,0.9999999999997626,"Matthew has two different stocks. One of the stocks is worth twice as much per share as the other. He has 14 shares of the more valuable stock and 26 shares of the other stock. His total assets in stocks is 2106 dollars. How much is the more expensive stock per share?
",alg514questions.txt
685,0.9999999999997531," Will was organizing his baseball cards in a binder with 3 on each page. If he had 8 new cards and 10 old cards to put in the binder, how many pages would he use? 
",commoncore(CC)questions.txt
563,0.9999999999997531," Will was organizing his baseball cards in a binder with 3 on each page. If he had 8 new cards and 10 old cards to put in the binder, how many pages would he use? 
",All-Arithquestions.txt
1314,0.9999999999997531," Will was organizing his baseball cards in a binder with 3 on each page. If he had 8 new cards and 10 old cards to put in the binder, how many pages would he use? 
",SingleEQquestions.txt
378,0.9999999999997347,"Jeffrey wants to split a collection of bottle caps into groups of 2. Jeffrey has 12 bottle caps. How many groups will be created?
",All-Arithquestions.txt
1129,0.9999999999997347,"Jeffrey wants to split a collection of bottle caps into groups of 2. Jeffrey has 12 bottle caps. How many groups will be created?
",SingleEQquestions.txt
816,0.9999999999997347,"Jeffrey wants to split a collection of bottle caps into groups of 2. Jeffrey has 12 bottle caps. How many groups will be created?
",illinois(IL)questions.txt
0,0.9999999999996587,"A store is selling compact discs for 10.50 dollars and 8.50 dollars. You buy 10 discs and spend a total of 93 dollars. How many compact discs did you buy that cost 10.50 dollars? How many did you buy that cost 8.50 dollars? 
",alg514questions.txt
136,0.9999999999996054,"The grocer has peanuts for 3.75 dollars a pound and walnuts for 2.75 dollars a pound. How many pounds of peanuts and walnuts must we mix to get 40 pounds of mixture to sell for 3.00 dollars per pound. 
",alg514questions.txt
183,0.9999999999995417,"The Coffee Counter charges 9.00 dollars per pound for Kenyan French Roast coffee and 8.00 dollars per pound for Sumatran coffee. How many pounds of Kenyan French Roast and Sumatran should be used to make a 20-pound blend that sells for 8.40 dollars per pound?
",alg514questions.txt
1110,0.9999999999995159,"Helen starts with 9 oranges. She gets 29 more from Ann. How many oranges does Helen end with?
",SingleEQquestions.txt
359,0.9999999999995159,"Helen starts with 9 oranges. She gets 29 more from Ann. How many oranges does Helen end with?
",All-Arithquestions.txt
797,0.9999999999995159,"Helen starts with 9 oranges. She gets 29 more from Ann. How many oranges does Helen end with?
",illinois(IL)questions.txt
1079,0.9999999999994753,"Mary starts with 27 eggs. She finds another 4. How many eggs does Mary end with?
",SingleEQquestions.txt
328,0.9999999999994753,"Mary starts with 27 eggs. She finds another 4. How many eggs does Mary end with?
",All-Arithquestions.txt
766,0.9999999999994753,"Mary starts with 27 eggs. She finds another 4. How many eggs does Mary end with?
",illinois(IL)questions.txt
31,0.9999999999994691,"A small publishing company is planning to publish a new book. The production costs will include one-time fixed costs and variable costs. The one-time fixed costs will amount to 35,630 dollars. The variable costs will be 11.50 dollars per book. The publisher will sell the finished product to bookstores at a price of 20.25 dollars per book. How many books must the publisher print and sell so that the production costs will equal the money obtained from sales? 
",alg514questions.txt
213,0.9999999999994182,"Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ? 
",All-Arithquestions.txt
964,0.9999999999994182,"Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ? 
",SingleEQquestions.txt
1139,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",SingleEQquestions.txt
389,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",All-Arithquestions.txt
1140,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",SingleEQquestions.txt
391,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",All-Arithquestions.txt
1142,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",SingleEQquestions.txt
390,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",All-Arithquestions.txt
1141,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",SingleEQquestions.txt
826,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",illinois(IL)questions.txt
827,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",illinois(IL)questions.txt
828,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",illinois(IL)questions.txt
388,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",All-Arithquestions.txt
829,0.9999999999992377,"Ashley sold 12 boxes of Samoas. How many cases of 12 boxes, plus extra boxes does Ashley need?
",illinois(IL)questions.txt
1075,0.9999999999991447,"Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?
",SingleEQquestions.txt
324,0.9999999999991447,"Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?
",All-Arithquestions.txt
762,0.9999999999991447,"Amy starts with 7 peanuts. Gerald gives Amy 55 more. How many peanuts does Amy end with?
",illinois(IL)questions.txt
1096,0.9999999999987224,"Ruby has 63 apples. Emily takes 55 away. How many apples will Ruby have?
",SingleEQquestions.txt
783,0.9999999999987224,"Ruby has 63 apples. Emily takes 55 away. How many apples will Ruby have?
",illinois(IL)questions.txt
345,0.9999999999987224,"Ruby has 63 apples. Emily takes 55 away. How many apples will Ruby have?
",All-Arithquestions.txt
724,0.999999999998638," Megan had 40 homework problems. She finished 26 of them but still had 2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? 
",commoncore(CC)questions.txt
602,0.999999999998638," Megan had 40 homework problems. She finished 26 of them but still had 2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? 
",All-Arithquestions.txt
1353,0.999999999998638," Megan had 40 homework problems. She finished 26 of them but still had 2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? 
",SingleEQquestions.txt
1035,0.999999999998473,"Melanie had 30 baseball cards , and 9 were torn . Sara bought 18 of Melanie 's baseball cards . How many baseball cards does Melanie have now ? 
",SingleEQquestions.txt
284,0.999999999998473,"Melanie had 30 baseball cards , and 9 were torn . Sara bought 18 of Melanie 's baseball cards . How many baseball cards does Melanie have now ? 
",All-Arithquestions.txt
1272,0.9999999999982345," George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? 
",SingleEQquestions.txt
521,0.9999999999982345," George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? 
",All-Arithquestions.txt
643,0.9999999999982345," George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? 
",commoncore(CC)questions.txt
1088,0.9999999999981295,"Virginia starts with 96 eggs. Amy takes 3 away. How many eggs does Virginia end with?
",SingleEQquestions.txt
775,0.9999999999981295,"Virginia starts with 96 eggs. Amy takes 3 away. How many eggs does Virginia end with?
",illinois(IL)questions.txt
337,0.9999999999981295,"Virginia starts with 96 eggs. Amy takes 3 away. How many eggs does Virginia end with?
",All-Arithquestions.txt
44,0.9999999999978715,"The sum of 20 and a number is 30. 
",alg514questions.txt
146,0.9999999999977791,"How many milliliters of a 10 % HCL solution should be combined with a 60 % HCL solution in order to get 50 milliliters of a 30 % HCL solution?
",alg514questions.txt
504,0.9999999999977345," Mary's car gets 20 miles per gallon of gas. How far can she drive on 14 gallons of gas?
",All-Arithquestions.txt
942,0.9999999999977345," Mary’s car gets 20 miles per gallon of gas. How far can she drive on 14 gallons of gas?
",illinois(IL)questions.txt
1255,0.9999999999977345," Mary's car gets 20 miles per gallon of gas. How far can she drive on 14 gallons of gas?
",SingleEQquestions.txt
1228,0.9999999999976315," Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?
",SingleEQquestions.txt
915,0.9999999999976315," Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?
",illinois(IL)questions.txt
477,0.9999999999976315," Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?
",All-Arithquestions.txt
1074,0.999999999997538,"Martha starts with 3 cards. She gets 76 more from Emily. How many cards does Martha end with?
",SingleEQquestions.txt
323,0.999999999997538,"Martha starts with 3 cards. She gets 76 more from Emily. How many cards does Martha end with?
",All-Arithquestions.txt
761,0.999999999997538,"Martha starts with 3 cards. She gets 76 more from Emily. How many cards does Martha end with?
",illinois(IL)questions.txt
788,0.9999999999965947,"Pamela has 50 Skittles. She gives 7 to Karen. How many Skittles will Pamela have?
",illinois(IL)questions.txt
350,0.9999999999965947,"Pamela has 50 Skittles. She gives 7 to Karen. How many Skittles will Pamela have?
",All-Arithquestions.txt
1101,0.9999999999965947,"Pamela has 50 Skittles. She gives 7 to Karen. How many Skittles will Pamela have?
",SingleEQquestions.txt
902,0.9999999999965765," A bee has 6 legs. How many legs do 8 bees have?
",illinois(IL)questions.txt
865,0.9999999999965765," A bee has 6 legs. How many legs do 2 bees have?
",illinois(IL)questions.txt
464,0.9999999999965765," A bee has 6 legs. How many legs do 8 bees have?
",All-Arithquestions.txt
427,0.9999999999965765," A bee has 6 legs. How many legs do 2 bees have?
",All-Arithquestions.txt
1178,0.9999999999965765," A bee has 6 legs. How many legs do 2 bees have?
",SingleEQquestions.txt
1215,0.9999999999965765," A bee has 6 legs. How many legs do 8 bees have?
",SingleEQquestions.txt
1112,0.99999999999559,"Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?
",SingleEQquestions.txt
799,0.99999999999559,"Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?
",illinois(IL)questions.txt
361,0.99999999999559,"Dorothy has 72 cards. She gives 5 to Harold. How many cards will Dorothy have?
",All-Arithquestions.txt
527,0.9999999999949547," A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin? 
",All-Arithquestions.txt
649,0.9999999999949547," A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin? 
",commoncore(CC)questions.txt
1278,0.9999999999949547," A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin? 
",SingleEQquestions.txt
571,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",All-Arithquestions.txt
574,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",All-Arithquestions.txt
696,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",commoncore(CC)questions.txt
1322,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",SingleEQquestions.txt
1325,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",SingleEQquestions.txt
693,0.9999999999945508," Olivia uploaded 5 pictures from her phone and 35 from her camera to facebook. If she sorted the pics into 8 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",commoncore(CC)questions.txt
9,0.9999999999919746,"The value of a sport utility vehicle this year is 16,000 dollars , which is 0.8 of what its value was last year. Find the value of the vehicle last year. 
",alg514questions.txt
380,0.9999999999885127,"Jesse has 21 bananas. If he shares them among 3 friends, how many bananas does each friend get?
",All-Arithquestions.txt
1131,0.9999999999885127,"Jesse has 21 bananas. If he shares them among 3 friends, how many bananas does each friend get?
",SingleEQquestions.txt
818,0.9999999999885127,"Jesse has 21 bananas. If he shares them among 3 friends, how many bananas does each friend get?
",illinois(IL)questions.txt
526,0.9999999999874754," In fourth grade there were 40 students at the start of the year. During the year 14 students left and 26 new students came to school. How many students were in fourth grade at the end? 
",All-Arithquestions.txt
1277,0.9999999999874754," In fourth grade there were 40 students at the start of the year. During the year 14 students left and 26 new students came to school. How many students were in fourth grade at the end? 
",SingleEQquestions.txt
648,0.9999999999874754," In fourth grade there were 40 students at the start of the year. During the year 14 students left and 26 new students came to school. How many students were in fourth grade at the end? 
",commoncore(CC)questions.txt
366,0.9999999999850422,"Sarah has 26 bottle caps. She buys 3 more. How many bottle caps does Sarah have in all?
",All-Arithquestions.txt
1117,0.9999999999850422,"Sarah has 26 bottle caps. She buys 3 more. How many bottle caps does Sarah have in all?
",SingleEQquestions.txt
804,0.9999999999850422,"Sarah has 26 bottle caps. She buys 3 more. How many bottle caps does Sarah have in all?
",illinois(IL)questions.txt
73,0.9999999999848446,"The larger of two numbers is 23 less than twice the smaller. The sum of the two numbers is 70. Find the two numbers.
",alg514questions.txt
309,0.9999999999845379,"Dan had 14 peaches and 10 pears at his roadside fruit dish . He went to the orchard and picked peaches to stock up . There are now 85 peaches . how many did he pick ? 
",All-Arithquestions.txt
1060,0.9999999999845379,"Dan had 14 peaches and 10 pears at his roadside fruit dish . He went to the orchard and picked peaches to stock up . There are now 85 peaches . how many did he pick ? 
",SingleEQquestions.txt
144,0.9999999999844031,"The sum of two consecutive even integers is at most 30. What are the greatest possible consecutive even integers?
",alg514questions.txt
1138,0.9999999999834375,"Diana has 3840 erasers. If she shares them among 48 friends, how many erasers does each friend get?
",SingleEQquestions.txt
387,0.9999999999834375,"Diana has 3840 erasers. If she shares them among 48 friends, how many erasers does each friend get?
",All-Arithquestions.txt
825,0.9999999999834375,"Diana has 3840 erasers. If she shares them among 48 friends, how many erasers does each friend get?
",illinois(IL)questions.txt
30,0.9999999999783984,"Find two numbers whose sum is 106 and whose difference is 64.
",alg514questions.txt
206,0.9999999999774498,"Melanie had 7 dimes in her bank . Her dad gave her 8 dimes and her mother gave her 4 dimes . How many dimes does Melanie have now ? 
",All-Arithquestions.txt
957,0.9999999999774498,"Melanie had 7 dimes in her bank . Her dad gave her 8 dimes and her mother gave her 4 dimes . How many dimes does Melanie have now ? 
",SingleEQquestions.txt
83,0.9999999999764593,"For Monday morning 's staff meeting , Jim bought 2 bags of bagels and 3 packages of cream cheese and paid 12.00 dollars. For Friday 's meeting , he bought 4 bags of bagels and 2 packages of cream cheese and paid 14.00 dollars. How much does a bag of bagels and a package of cream cheese cost , in dollars? 
",alg514questions.txt
541,0.9999999999748781," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? 
",All-Arithquestions.txt
1292,0.9999999999748781," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? 
",SingleEQquestions.txt
663,0.9999999999748781," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? 
",commoncore(CC)questions.txt
1052,0.9999999999743094,"Sam has 16 blue and 25 green balloons . Alyssa has 21 blue balloons . How many blue balloons do they have in all ? 
",SingleEQquestions.txt
301,0.9999999999743094,"Sam has 16 blue and 25 green balloons . Alyssa has 21 blue balloons . How many blue balloons do they have in all ? 
",All-Arithquestions.txt
299,0.9999999999738514,"Sally had 8 pennies and 7 nickels in her bank . Her dad gave her 9 nickels and her mother gave her 2 nickels . How many nickels does Sally have now ? 
",All-Arithquestions.txt
1050,0.9999999999738514,"Sally had 8 pennies and 7 nickels in her bank . Her dad gave her 9 nickels and her mother gave her 2 nickels . How many nickels does Sally have now ? 
",SingleEQquestions.txt
803,0.9999999999734104,"William has 10 marbles. He shares 3 with Theresa. How many marbles will William have?
",illinois(IL)questions.txt
365,0.9999999999734104,"William has 10 marbles. He shares 3 with Theresa. How many marbles will William have?
",All-Arithquestions.txt
1116,0.9999999999734104,"William has 10 marbles. He shares 3 with Theresa. How many marbles will William have?
",SingleEQquestions.txt
8,0.9999999999720903,"A chemist needs to make 30 ounces of a 25 % alcohol solution by mixing together a 15 % alcohol solution with a 40 % alcohol solution. How many ounces of the 15 % solution should he use? How many ounces of the 40 % solution?
",alg514questions.txt
232,0.9999999999719495,"Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ? 
",All-Arithquestions.txt
983,0.9999999999719495,"Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ? 
",SingleEQquestions.txt
123,0.9999999999713587,"The sum of two numbers is 62. The greater number exceeds twice the smaller number by 5. What are the two numbers?
",alg514questions.txt
174,0.9999999999660889,"A merchant wants to combine peanuts selling 2.40 dollars per pound and cashews selling for 6.00 dollars per pound to form 60 pounds which will sell at 3.00 dollars per pound. What amount of peanuts and what amount of cashews must be used?
",alg514questions.txt
817,0.9999999999637652,"Martha is inviting 4 friends to a party. She has 12 cookies. How many cookies will each friend get?
",illinois(IL)questions.txt
1130,0.9999999999637652,"Martha is inviting 4 friends to a party. She has 12 cookies. How many cookies will each friend get?
",SingleEQquestions.txt
379,0.9999999999637652,"Martha is inviting 4 friends to a party. She has 12 cookies. How many cookies will each friend get?
",All-Arithquestions.txt
1308,0.9999999999609606," Megan was organizing her book case making sure each of the shelves had exactly 7 books on it. If she had 8 shelves of mystery books and 2 shelves of picture books, how many books did she have total? 
",SingleEQquestions.txt
679,0.9999999999609606," Megan was organizing her book case making sure each of the shelves had exactly 7 books on it. If she had 8 shelves of mystery books and 2 shelves of picture books, how many books did she have total? 
",commoncore(CC)questions.txt
557,0.9999999999609606," Megan was organizing her book case making sure each of the shelves had exactly 7 books on it. If she had 8 shelves of mystery books and 2 shelves of picture books, how many books did she have total? 
",All-Arithquestions.txt
646,0.9999999999515308," Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have? 
",commoncore(CC)questions.txt
1275,0.9999999999515308," Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have? 
",SingleEQquestions.txt
524,0.9999999999515308," Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have? 
",All-Arithquestions.txt
847,0.9999999999509321,"There are 55 oranges in a box. Deborah has 11 oranges in a bag. Susan takes 35 oranges out of the box. How many oranges are left in the box?
",illinois(IL)questions.txt
1160,0.9999999999509321,"There are 55 oranges in a box. Deborah has 11 oranges in a bag. Susan takes 35 oranges out of the box. How many oranges are left in the box?
",SingleEQquestions.txt
409,0.9999999999509321,"There are 55 oranges in a box. Deborah has 11 oranges in a bag. Susan takes 35 oranges out of the box. How many oranges are left in the box?
",All-Arithquestions.txt
2,0.9999999999475015,"Your teacher is giving you a test worth 100 points and containing 40 questions. There are 2 point and 4 point questions on the test. How many two point questions are there? How many 4 point questions? 
",alg514questions.txt
56,0.9999999999432128,"Freeport McMoran projects that in 2010 the world grain supply will be 1800000 metric tons and the supply will be only 0.75 of the world grain demand. What will the world grain demand be in 2010?
",alg514questions.txt
124,0.9999999999392999,"A chemist has a solution that is 18 % alcohol and one that is 50 % alcohol. He wants to make 80 liters of a 30 % solution. How many liters of the 18 % solution should he add? How many liters of the 30 % solution should he add? 
",alg514questions.txt
704,0.9999999999381193," Roger earned 9 dollars for each lawn he mowed. If he had 14 lawns to mow, but forgot to mow 8 of them, how much money did he actually earn? 
",commoncore(CC)questions.txt
582,0.9999999999381193," Roger earned 9 dollars for each lawn he mowed. If he had 14 lawns to mow, but forgot to mow 8 of them, how much money did he actually earn? 
",All-Arithquestions.txt
1333,0.9999999999381193," Roger earned 9 dollars for each lawn he mowed. If he had 14 lawns to mow, but forgot to mow 8 of them, how much money did he actually earn? 
",SingleEQquestions.txt
1227,0.9999999999284221," We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?
",SingleEQquestions.txt
914,0.9999999999284221," We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?
",illinois(IL)questions.txt
476,0.9999999999284221," We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?
",All-Arithquestions.txt
1026,0.9999999999044669,"Joan grew 29 carrots and 14 watermelons . Jessica grew 11 carrots . How many carrots did they grow in all ? 
",SingleEQquestions.txt
275,0.9999999999044669,"Joan grew 29 carrots and 14 watermelons . Jessica grew 11 carrots . How many carrots did they grow in all ? 
",All-Arithquestions.txt
1091,0.9999999998756253,"Roger has 95 candies. He gives 3 to Stephanie. How many candies will Roger have?
",SingleEQquestions.txt
778,0.9999999998756253,"Roger has 95 candies. He gives 3 to Stephanie. How many candies will Roger have?
",illinois(IL)questions.txt
340,0.9999999998756253,"Roger has 95 candies. He gives 3 to Stephanie. How many candies will Roger have?
",All-Arithquestions.txt
651,0.9999999998611704," A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? 
",commoncore(CC)questions.txt
529,0.9999999998611704," A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? 
",All-Arithquestions.txt
1280,0.9999999998611704," A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? 
",SingleEQquestions.txt
721,0.9999999998582425," Tom had 57 dollars. If he spent 49 bucks on a new game, how many 4 dollar toys could he buy with the money he had left? 
",commoncore(CC)questions.txt
599,0.9999999998582425," Tom had 57 dollars. If he spent 49 bucks on a new game, how many 4 dollar toys could he buy with the money he had left? 
",All-Arithquestions.txt
1350,0.9999999998582425," Tom had 57 dollars. If he spent 49 bucks on a new game, how many 4 dollar toys could he buy with the money he had left? 
",SingleEQquestions.txt
565,0.9999999998264053," Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? 
",All-Arithquestions.txt
1316,0.9999999998264053," Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? 
",SingleEQquestions.txt
687,0.9999999998264053," Mike made 14 dollars mowing lawns and 26 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? 
",commoncore(CC)questions.txt
353,0.9999999998003135,"Roger has 92 blocks. 2 are eaten by a hippopotamus. How many blocks will Roger have?
",All-Arithquestions.txt
791,0.9999999998003135,"Roger has 92 blocks. 2 are eaten by a hippopotamus. How many blocks will Roger have?
",illinois(IL)questions.txt
1104,0.9999999998003135,"Roger has 92 blocks. 2 are eaten by a hippopotamus. How many blocks will Roger have?
",SingleEQquestions.txt
37,0.9999999997874314,"Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet?
",alg514questions.txt
145,0.9999999997615046,"A small publishing company has a 1 time product cost for editing and printing of 56,430.00 dollars. Variable cost per book is 8.25 dollars. The publisher is selling the book to the store for 21.75 dollars. How many books must the publisher print and sell so that the production cost will equal the money obtained from sells? 
",alg514questions.txt
67,0.9999999997401987,"Norbert sold 23 books on Thursday for a certain price. On Friday , he sold 35 of the same books , but he charged 0.50 dollars less per book. He made 490.00 dollars in total. How much did the book sell for on Thursday? How much did the book sell for on Friday? 
",alg514questions.txt
730,0.9999999997030748," A waiter had 21 customers in his section. If 12 of them left and the rest of his tables had 3 people at each table, how many tables did he have? 
",commoncore(CC)questions.txt
608,0.9999999997030748," A waiter had 21 customers in his section. If 12 of them left and the rest of his tables had 3 people at each table, how many tables did he have? 
",All-Arithquestions.txt
1359,0.9999999997030748," A waiter had 21 customers in his section. If 12 of them left and the rest of his tables had 3 people at each table, how many tables did he have? 
",SingleEQquestions.txt
958,0.9999999996948516,"Keith has 20 books . Jason has 21 books . How many books do they have together ? 
",SingleEQquestions.txt
207,0.9999999996948516,"Keith has 20 books . Jason has 21 books . How many books do they have together ? 
",All-Arithquestions.txt
84,0.9999999996623552,"Jill has 3.50 dollars in nickels and dimes. If she has 50 coins , how many nickels does she have? How many dimes? 
",alg514questions.txt
1017,0.9999999995828772,"Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ? 
",SingleEQquestions.txt
266,0.9999999995828772,"Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ? 
",All-Arithquestions.txt
303,0.9999999995461215,"Melanie had 10 quarters and 17 pennies in her bank . Her dad gave her 27 pennies and her mother gave her 19 pennies . How many pennies does Melanie have now ? 
",All-Arithquestions.txt
